text,label
就算你搞不清楚他爸爸是谁,1
你真坏,0
我有一个老乡啊,0
不难啊,1
你试试看,1
豆豆你拿着,0
还是太贵了,0
这你知道的,0
你怎么会不知道我在哪儿,1
这是人家给我这个新来的省委书记送的见面礼啊,1
再拿什么赌,0
赵处长,1
跟你和普普无关,0
他们和你不一样他们是大学生,1
我也是我有好多话也想跟你说,0
这可由不得你吧,1
上课我硕士都快毕业了,1
再说了小太爷也不能偷人家,1
一人摁一半不就完了吗,1
大周你干什么啊你,1
主公此话在下万万不敢当,0
子乔我看你还是认输吧,1
生蛋之前,1
什么阿猫阿狗都可以当演员,1
结果带回来看,1
我们家老爷是看在您的面子上才同意借的,0
我们要是落入曹操之手,0
徐少爷虽说有点混,0
我就见不了这个,0
是吗,0
你看你急啥呀我这不正想办法呢嘛,0
这好戏才演了第一场,1
不会吧,1
你千万别往心里去啊,1
如果美嘉没怀孕,0
你怎么会有这么个儿子,1
可大嘴活的好好的,0
你像个男子汉吗你,1
这又是个腐儒啊,1
抱歉,0
还是说,0
你说说看丢不丢人,0
成功学给毁了,1
阳阳前段时间,0
而且他们的网络电子版也是每天即时更新的,0
你现在一副逆来顺受的样子,0
想劝我投案自首,1
等着人圈起来杀啊,1
没事儿,0
你的责任心难道说就是说,0
不可能,0
咋一点事都没有呢大嘴,1
你还打什么仗,1
不是缺乏是根本没有,1
还是倾向于先拘起来是吧,0
出了问题,0
这个家就是你们大家伙的家,0
可你做过最大的错事就是什么也没做过,0
如论沽名钓誉他们无人能及,1
我们党是讲成分,0
这我说过您还说谢谢你的苦药,0
这和创作有关系吗,1
把刑警队都给点着了你才满意啊,1
关键还看你这媒人有没有本事啊,0
不是我上是你上,1
扯淡男儿膝下有黄金,0
对大家都有好处嘛,0
我凭什么相信你,0
礼也是你收的幻灯片也是你做的,1
姐姐身经百战知不知道,0
你大爷你往小太爷这儿打,0
你心里会感觉舒服吗,1
怎么不是美国大片啊,1
叫做姑父姑姑的,1
中国没有安乐死的立法,0
我明白李达康胆子大,0
你这么好的想象力不写小说可惜了,1
等着吧马上这房子就烧塌了,1
这里面有没有和佟倩有过结的,0
一菲别为难张伟,1
你告诉她的,0
至少伙食费,0
大哥这国事咱还谈不谈呢,0
能把少爷的魂儿给勾回来,0
那也没必要把幼儿园的折纸比赛也写进去吧,1
坐在马桶上仨小时,1
小姜是个闷鼓啊,1
明天活动结束得早我就来,1
不是那个谁素素,0
那可是李大嘴,0
读个大学连女朋友都没有,1
可你要不会骑就给我从这儿滚出去,1
下次不闹了,1
这算什么鸟职业,1
该不会,1
去你小子还嫌我这两天,0
他居然在背后来了这么一,1
你到厨房去把那个坏的,0
我来替她的班,0
苍天有眼哪,0
以后咱不找他,0
咱的伙食费不是按照物价来定的,1
实话告诉你吧,0
当然有用了,0
好,0
你说的是他,0
你什么时候对徒弟这么心慈手软了啊,0
世事难料造化弄人啊,1
你这个骗子,1
他们都能做到,0
这恰恰是为了我父兄大业着想,0
不过你得答应我,0
如果换做我是她的父亲,0
黑藤太君这人缘多好啊,1
我琢磨这个优秀士兵他除了我给谁我都同意了,1
你对袁绍的估计过高了吧,1
他们顾不上我,0
我跟你说人家大舌头说英语方便,0
你说这个赏罚分明赏罚分明,1
那边的安徒生童话健康,1
不是我老婆马上就要生孩子,0
我不偷看我怎么知道你那么没心没肺,1
凶手现在在外面笑话着我们呢,1
情况大不一样,0
你是不是走错班了,1
咱们就继续按照这个方向侦查下去,0
我只是来看看你死了没有啊,1
还无形地制造很多矛盾,1
你对象是不是个醋坛子呀,0
跳花鼓灯要饭养活老婆啊,1
更不负爱的恩泽,1
我怎么总觉得,0
你说你自己说吧,0
我是小孩子又不是外国人,1
笨人真的是无药可救啊,1
太君关键您这主意是太,0
拿去火化都怕污染大气层,1
然后就直接回景区了,0
管你叫三洗丈夫,1
不不不是老全救的你,0
整个晚上演清白廉政,1
是我害了你,0
他有病啊受虐狂,1
这个呀是贡米,0
这考试卷子上没有,0
相国厚恩臣只恨无以为报,0
我是单身狗,0
赶紧吃饭了吃饭了,0
数据张口就来,1
你是全师唯一被敌军突进的防线,1
从外边进来的,0
而且已经好接近了,0
一把手怎么这么大岁数了,1
你刚烦啊你早该烦了,0
少点儿,0
你是真不懂还是装糊涂啊,1
关你屁事,1
没有它你能有今天,1
哎你说的巧克力你买没买啊,1
学她拿你当宝贝啊,0
怎么这么不知道好歹啊,0
你有基础有特长,1
光知道打游戏的是你吧,1
使得江东能有今天的昌盛,0
云长啊赶紧过渡吧,0
毁掉案卷最直接的受益人就是关宏宇,0
好烦啊,0
不是偷为啥半夜出去,0
谁还敢借你呀,0
她肯定希望越多人知道越开心,0
但这是王瑶阿姨的意思,0
就不该让班长编瞎话骗人,0
如果下次我再给你唱反调,1
你咋也得一日三练呀,1
你找这地儿可真够讲究的,1
行啦武大郎吃砒霜,1
这次我不会错过了,0
末将本来不想来打扰大都督,0
你侬我侬变成了你死我活,1
腌牛肉,0
要不是你,1
这中国民间的摔跤高手大有人在啊,0
我拿去喂狗了,1
政委你亲自解手啊,0
这你也信啊,0
这说明什么,0
就一块破牌子吗至于那么稀罕吗,1
没有几件是正常的事情,1
还真把个人给念回来了,1
爱称,0
那难道是什么火坑吗,1
虽然话不多,1
而且是人家发挥失常我们俩超常发挥,0
我这病就好了,0
你这个当老爸的,1
到我的学院我给你们上上课,1
住在一起多开心啊,0
呦老兵可以呀,1
王瑶那个最近受了点刺激,0
拜托,1
那个徐老爷可不是盏省油的灯啊,1
还说不沾我哥的光,1
我早就戴上大红花了,1
大家都在争权夺利,1
生儿育女还有什么用啊,1
我就喜欢大嘴这种自信,1
而他入院时已经得了卟啉症晚期,0
你以为是烤全羊啊,1
这不挺好的嘛,0
你是不是去批个八字去,1
行毒是我下的怎么着,0
就是要给毛峰点颜色看看,1
其实有件事我一直想问你,0
当他遇到选择他的思路就会像踩着香蕉皮一样,0
她也没打你呀,0
先生放心以后军师但有军令,0
这是把你往枪口上推啊,1
好多家都没粮食吃,0
他们不抢还不让咱们抢吗,0
我是导演哪,0
演技还相当地好呢,1
前来追赶兄长了,0
就等着跟你那个一起入土了,1
就是有两个孩子的意思,0
但依旧感觉被一股恶兆笼罩着,0
就是砸锅卖铁也得保住爸的了这一口气,0
不会是凶宅吧,1
你到超市里买了十个僵尸,0
想开点啊,0
怎么了你没事吧你,1
照你的意思说还是为我们好呗,1
我是不是应该考虑找一个正式交往一下,1
看看有没有顺眼的,0
从没有放弃努力过,0
是你不识货,1
是吧大嘴,1
我偷什么了,1
还有一位小朋友老是叫别人帮她写作文,1
我宁可不当这个法医,1
一主不用二仆,0
起那些乱七八糟的名字干什么,0
要么有要么没有,1
所以对我比较了解,1
看得见我在卸妆啊,0
他就绅士了,1
他们怎么先知道了,1
想来就来想走就走啊,1
我会是会,0
你们不是去吃饭的,0
你笑什么,0
他们那三年的贡米呀,0
在这个节骨眼上,0
可不是二三线模特就能露脸的,1
如果主公归降,0
你就当众把我轰出去杀鸡儆猴,1
不是不务正业是什么,1
这样他们就不敢跟你作对了,1
我记得您刚刚是吃了一碗牛肉面是吗,0
楼道里摆摊呢,1
江团长他来咱们医院看病,0
这个情况呢,0
侯戴局长,0
都让陈金米行给收走了,0
这回一看也有吃面条的,1
病号饭你做,0
案子确实没破,0
我妈这几天,0
你们就这么掉链子,1
好啊这是谁也比不过皇军,1
就是不在原处了,1
你看得挺开的呀,1
您别担心了,0
我怎么交代啊,0
所以你赶快把普普放了,0
你用这些花花绿绿的东西把太阳都给挡住了,1
剩下就看他自己的悟性了,1
你正好看着现场,1
你已经泥菩萨过河自身难保,1
班长,0
挟刘表乌合之众,0
怎么可能啊,0
你姨和你姑一样好,0
向公安部申请通缉拿吧,0
过去堂堂的徐大少爷,1
得让你那不相干的人给占了去,0
这儿就我们三个人过分了啊,1
说好的红花油呢,1
听一个疯子说梦,1
事后却又陷入空虚,1
我不说了我要再说,0
低俗,1
你这舌头真是该割了去真反动,1
你这当大哥的,1
好家伙就跟妖精似的倒霉一辈子,1
对吧孙掌柜的,1
你回家呀,0
不,0
我几次探望都被蔡氏挡驾,0
你有吗,1
是能当菜吃还是能当饭吃,1
终日穿梭于地下的,1
那行那我就说点儿不行的,1
碳酸饮料还是少喝,0
他们要去抓张东升了,0
也不怕噎死,1
她的跆拳社今天第一轮就全军覆没,0
你老高老高,1
是又怎么样管得着吗你,0
我猜他肯定是怕别人知道他当过国民党的兵,1
你慢点,0
女娲也是单身妈妈,1
你们越保护我越不安全,1
不去别的房间了,0
你还真骚包,1
有用黑话说自个儿老娘的吗,1
对了你那相亲相怎么样了,0
老高,0
佟湘玉你这个懦妻,1
像他这样的人呀,1
我这儿买卖还做不做了,0
是不是美嘉买通了你们来折磨我,1
就不应该派小郭来服侍你,0
真笨呀又丢人了,1
天天穿着它,1
风和日丽阳光明媚,1
东拼西凑偷蒙拐骗,1
可这事儿上哪儿找去呀,0
我看您这把老骨头也会提前报废的,1
老先生我可是给你送了贡米的,0
好啊,0
你怎么一个月还没好啊,1
那你别来找我呀我拒绝和你同屏出现,1
一定是哪儿错了,0
我当年学画画学了这么久,1
我能有什么办法,0
班长我看个别人对盖大棚很有意见,1
行了吧有那种好药谁给他吃啊,1
他人虽然没有来,1
大师扰乱法堂多有得罪,0
妈给你做长寿面,0
不还有希望的嘛,0
凭什么让我守住啊,1
这话可不敢让你嫂子听见啊,1
不怪他怪谁,0
我这也是被逼的没辙了急中生智,0
就在这谈教教我呗,1
就因为你开的头,1
现在楼是空的,0
这些年这经济上去了,0
下车,0
齁沉的穿上倒躲不开了,0
赶快把钱给我们,0
因在下损兵折将,0
你还能让全世界欺恶从善了,1
三弟所言极是,0
就算我骂她是猪那她也骂回来了呀,1
要去咱们可以坐轮渡过去,0
这又装摄像头又报警的,1
你别在这儿血口喷人,0
你就说开个天窗心里敞亮,1
那你就太天真了,1
还拿我当小孩呢是吧,1
气韵饱满身形丰硕呀,0
拣砖头盖大棚这不太寒酸了吗,1
踢来踢去射来射去,0
那窝瓜她不是你要的土豆,1
不仅是杯子,1
此人有经天纬地之才,0
凭啥呢人要死都得死个明白嘛,0
是你在搞笑吧赵处长,1
你跟我差不多,1
我再换别的房子,0
那这个人根本不够格做你朋友,0
难道我连跟你比的资格都没有吗,1
这蔡成功跟我说啊,1
这样悠悠一定会很高兴的,0
还不兴人家逃狱吗你说是吧伯母,0
贾队长您这是为难我,0
才一顿饭你们就接受那个默默啦,1
倒是你的问题比较严重,1
他数学是体育老师教的,1
足下好刀法,1
哪怕把毛峰约出来,0
什么又是火又是水的,1
坑蒙拐骗的事,1
那张伟也太可怜了,1
你就继续在你那平庸的人生道路上走下去吧,1
我是在帮你梳理清楚,0
你什么时候养过我,1
我们年轻人只看网络直播,1
我在城里做生意啊,0
你老婆是资产阶级娇小姐,1
你拿什么主意,0
对对对,0
当初你用日语发的誓,0
带我进去看看行吗,0
主公果然是非常之主啊,0
打到这儿,1
开什么玩笑,1
我为什么不能进城玩,0
想想啊都替她难受得慌,0
就都垮了,1
你小子是怎么做的保密工作啊,1
对呀你个地主痞子,0
我肯定第一个毙了你,1
张爱卿劝咱家做皇帝,1
我还要再聋一次,0
我都忙不过来了,1
怎么会呢,0
她什么时候,0
没有,0
他们一个都跑不了,0
这倒是颇像王允的为人,0
你们家出了个梁上君子,1
那当然了还说我什么了,0
你干嘛非要跟他好,1
不是想找我吵架吧,1
她今天煲汤,0
也是一一六事件的重要当事人,0
你也一块去吧,0
那绝对不可能,1
王志革会不会已经逃离津港了,0
方能暂驻新野,0
咦离那么远你咋知道呢,0
你这个丁义珍不抓回来,0
效果一般嘛,1
吃饱了撑的,1
也只能如此了,0
试镜还不一定成功的,1
曾小贤都死皮赖脸地求上进,1
好像没有昨天那么臭了啊,1
时间不早了,0
您早就应该是二了,1
一切都很和谐啊,1
按照你一贯的原则,0
我本来想给爸爸买一双袜子的,0
回许昌叫曹操来,0
你千万别以为我想诈你们家的贡米啊,0
玩去玩去,0
你是想让叔叔帮你写吧,0
我说你这肚子这回怎么这么大,0
你们两口子干吗去了,1
都随身携带长笛一杆,0
此处上不着天下不着地,0
你都满足他一整天了,1
你现在吃起软饭来啦,0
这咋是曝光呢,1
我似乎没有理由拒绝,1
行了行了姐在呢姐在呢啊,0
你疯了吧,1
这事恐怕要麻烦小周了,0
莫兰一定看不出你有多猥琐,1
不好意思幸会,0
小龙虾,1
您瞧您多直啊,1
这个星期你回趟北京,0
没说孩子是你的,1
我妈说了,0
我不知道您注意过,0
这还不能说明问题吗,1
你搁我那水杯喝水我说你了吗,1
我和佟倩好啊,0
你个老孙子,1
对就跳花鼓灯那个,0
会让你一个人为我要钱,1
我们不是说好的吗,1
那就是五万了,1
小胡有那么坏吗,0
以后啊你就搂着它睡好了啊,1
撞上的,0
你早认不就得了吗,1
有火气你去区里闹去,0
这咋里头都是棉花呀,0
邱莹莹真的要退租,0
你败的不是我,0
还嫌不够现眼是吧,0
我得上课了我不想呆在这了,0
这区里边尽整那个权大于法的事儿,0
知道了你可以走了,0
谁身上虱子是公是母还不知道啊,1
我才能画像,0
基本等同于自杀,1
你就说那都是咱们自愿的,1
其实那个也不叫闲书,0
你可以跟阿姨说实话,0
你的小费也泡汤了,1
到时候万一鸡飞蛋打了,1
别介啊,1
我欠你啥呀,0
你们父母知道吗,0
嫁女有风险介绍需谨慎,1
胡说饭桶不如皇军,1
这种英雄救狗熊的事当然得让给你了,1
就他那表现整个一大龄古惑仔,1
不会又是算命吧,1
一个约会都没有,1
处理这事急等用钱,0
你以为人人都跟你一样啊,1
凭什么不比哪个项目,0
是啊你别老抠搜的,1
就一杀人案,1
她没开玩笑,1
关谷这么庸俗的节目你也能忍,1
万一我不幸福啊,1
堡垒往往在内部就被攻破了,0
可我丝毫不会开心,0
还是那句话,1
你你敢羞辱我,0
曲筱绡就是故意的,1
那厮老是躲着不见面啊,0
我是个妇产科大夫,1
大家说中午聚餐庆祝结课,0
我当然没听过了,1
你这样我信他那样的,1
准备防御,1
娘娘雅兴啊,1
她们两个啊,1
那你可以在租来的房子里结婚,1
怎么了卖跌打酒卖到酒吧来了,1
他这种人未来很容易见异思迁,0
我只有一个建议,0
我是现在才知道,1
我就是耿耿于怀,0
但他不一定做伪证,0
我不能光罚没赏是不是,1
还欠我八百块,1
别回头像昨晚上一样,0
你现在这山区的孩子,1
曾老师和一菲姐已经组成了老娘舅游说团,1
这世上有几个像你哥胆那么大的,1
这个论语就改成论饺子,0
这总是个失误,0
我虽然是继母但我也算是余味的妈,0
什么正姓复姓啊,0
咖啡味的奶茶算吗,1
等孔明回来,0
来咱们喝别搭理大侦探,0
我发现,1
对了问你个事儿,1
换成你你能乐意吗,0
全炊事班最没创意俩人合作,1
太懂事了吧,1
只有最新的技术才能够适应社会的主流,0
小妹你去找找江团长吧,0
就什么都不在乎了啊,1
太君您太客气了,1
气急败坏,0
我脸上有钱啊,1
最多能跑三公里还剩两公里呢,0
你还在这添堵,0
小小的牺牲,1
对不起人家老俩口积德行善的,1
你行,1
这都一个小时了,1
你都想通了,0
你做的对,0
这有钱人跟咱们就是不一样,1
我怎么知道他上哪去了,1
数位少其实是一把双刃剑,1
下次我请啊,0
吃糠不中你吃了猪吃啥呀,1
某些人啊,1
搞不好你又给我带张罚单回来,1
而且她梦到的很可能就是我们认识的某个人,1
又吃独食,0
你们是余味的家人吧,0
你不是说凶手抓住了,1
也没怎么上课嘛,1
她不是还有陈掌柜吗,1
发现钱太多花不完,0
我一定是最近见到太多了才会这样子的,1
最主要是这个达康书记啊,1
就在哪里多趴一会儿,1
你还有第二职业是吧,1
跟叔叔他们再见,0
我们到底帮谁啊,1
好话全让他说了,1
是啊,1
信上却说大战在即铁定成仁,1
一会儿怎么跟他讲啊,1
工作越忙碌的人就越有约会,1
这么着吧你现在是重点保护,0
我们四个,0
不就臭显摆吗,1
不就永远能得到徐家的贡米了吗,0
不得不去,0
那我就走了好了眼不见心不烦,0
我老婆是劳动人民,1
但是就算有天大的贡献,0
就往锅边上挤那像话吗,1
我只能勉为其难地满足一下他咯,1
捉贼要赃捉奸要双,1
去机关担任宣传工作了,0
我跟你说网上骗子很多的,1
世态炎凉转瞬间啊,1
这不怪你进步慢有点儿一根筋,1
刚放下碗嘴还没擦干净,1
你觉得你有这个能力跟他斗吗,0
怎么能忘了你的大恩大德呢,1
我有个活想找你帮忙,0
你堂堂一个局长,1
可怜我上有八十个老母,0
日本人打过江了,1
吃点苦头就受不了,1
他现在已经体会到了,0
对我们抠点就抠点长辈你得孝顺,1
靠不靠谱啊,1
放下小我义字当头,1
大敌当前还是要靠你我兄弟,0
我是从祭旗坡找过来的,1
先不说他被咱们问愣了几次,0
快快带我去追呀,0
你们觉得好也罢坏也罢,0
看你站不站得起来,1
除了我们没人知道,0
亲娘来这还是个情种啊,1
那你也真够可以的呀,1
总得牵出来让我们先溜溜吧,1
二喜叔这次来就想告诉你,0
都撒出去抓凶手了,0
那是因为你啊没做过父亲,0
你说啥呢,0
你别那么冲动,1
他一个球都打不进,1
我估摸着该回家了,0
是,0
早说我们直接把猪圈的土,0
说的就是有种过来跟我拼菜呀,0
我就不玩了,0
贾队长怕你们俩饿着,0
毒蛇给咬死的,0
哎呀好吃,0
把自己拴上去这么简单啊,0
别急呀车到山前必有路,0
美嘉的身体健康,1
在萝卜的下面,0
即使不是卧龙凤雏,0
气都快喘不过来了,1
坦率地说虽然你让我怒火中烧,0
我知道你是来嘲笑我的,1
但是你表现得非常好,0
筛查条件就一个,1
讨厌了,1
这钱该咋摊,0
打肿脸充胖子的事都是你们男人干的,0
你行啊这十八般武艺都用上了,1
邓琳玥认识吗,0
老无赖赢定了,1
站起来拍拍自己的土,1
潘掌柜看中的,0
你已经摔下来了,1
简直是片花的片花,1
只会暴露你猥琐的原形,1
是人害怕是每个人应有的权力,1
该不是喜欢他吧,1
政治觉悟是不高的,0
我可不想让你哥为难,0
对都是青筋,1
男人哪,1
随时都会被人发现,0
木木你还是挺会关心人的嘛,0
你不怕给撑坏了,0
先生您要结账啊一共是,0
逃命撤,0
一定不好相处,1
是多亏有了小樊和小关,0
所以我一直在附近观察,0
不就是你咯,1
我编造啥理由啊,0
别在这儿闹了,0
结婚啦有出息啦,0
没啥被人议论是很正常的事,1
我亲伟哥好伟哥啊,0
当然不能放弃了,0
咱这位赵处长万一也传染这病呢,0
亲娘的你还有作风问题呀,1
这灵芝乃百草之圣,0
要不我把这个张违纪的视频送到局里,0
我给你保个底,0
这样的人你们能要吗,1
你不是天天喊着比窦娥还冤吗,0
你作为一个警察竟然这么黑,1
难怪你混了这么多年还是在深夜节目,1
难道厕所是张伟的复活出生点,1
你妈不给你买新衣服吗,1
老四上次用的毛巾擦脚来着,0
你看到那个不是人吧,1
谁要给你结账我是想跟你说,0
你干啥,0
就是为了保住你这条烂腿,1
什么话呀,0
我能不操心吗,0
没事的,0
为什么选择女人,0
比起你那午夜凶铃节目这件事情正经多了,1
就是为了不让你们带烂别的人,1
让你打扮的漂亮点有什么错呀,1
你怎么这么多话呀,1
你只看到你的努力,0
不仅能应付开销,1
那天有几百个孩子做的少年宫都是凶手啊,1
可是我们中国人再怎么着也不能忘了祖宗啊,1
恋爱中的奶牛,1
还就周正有觉悟,1
没有了,0
上学去啦还好意思被别人,1
蔡瑁说什么就甭管了,1
那你们可真是好朋友,1
说明他心里有鬼啊,1
真是舍不得跟你分开,1
一个小时了,0
你娘身体就没好过,1
可这里不还有您贾队长的事儿嘛,1
我担心他的安危呀,0
你一定要相信我,0
夫君你不要这样说,0
大姐今天气儿有点不顺吧,1
然后才能打仗去,0
还不如同学的老爸对你儿子熟啊,1
什么这么脱裤子放屁的事情你也做得出来,1
你偷了你爹娘要紧的东西,1
你又是怎么当上队长的,1
我还是伤心死的,0
你还想饮水思源啊,1
我说你这个脑子是不是有问题啊,0
你啊还是省点力气攒钱才是正道,1
我没血口喷人谁让你老作弊,1
大周你这个思想有点不太对头啊,1
他只会推理女孩的心理,1
这个世界上居然还有能让灭绝师太郁闷的事,1
案发以后不久,0
老死不得还乡,0
这说话没轻重,0
画成这样已经不容易了,0
课代表,1
以你名为汉相实为汉贼,1
你觉得有意思吗,1
但是周瑜的水师也号称无敌于天下,0
我只想警告你,0
他知道我是你姐夫,0
你知道你自己捅多大篓子吗你,0
那我们就散会吧,0
展堂,0
其实就像把大象塞进冰箱一样很简单嘛,1
不用了,0
才搬来几天呀,1
闹得我心痒难熬啊,0
现在刚刚结你,0
你狠狠的表扬他,1
不知道吃就吃呗,1
你这是在讽刺我吧,0
食之同席寝则同室,0
你们不是好朋友吗,1
我就是调皮了一下,1
你看它站都站不稳,0
贾队长如果我没有猜错的话,0
你还兼职算命啊,1
真话,0
以及带着壳的虾仁,1
不不不我们只看过之前那个碗,1
像我这么帅呢,0
行行行你唱我和,0
这2201也够吓人的了,1
说明一菲已经发泄完,1
你现在相信我是冤枉的了吧,0
我找我找豆豆当媳妇我就这么想,0
我推荐你真应该尝尝,1
还被一只小龙虾看见了,1
你是他妈我怎么不知道啊,1
对了儿子让人伤成这样,1
最关键的是你拱鼻子了,1
这只能说明人家更在乎你,0
我省的一位市长受贿,0
你现在拿惯了笔杆子,0
看着不太像啊,1
侯亮平连他送的烟酒都不收,1
如论临敌用兵他们却百无一能,1
吃八个你都甭管,0
是挺累的,1
我好心帮你办派对,1
我看他干啥呀我找骂呢,0
差点就没有日语说相声了,1
还是能出去挣钱呀,1
你还没打呀,1
我住了那么久幸福过吗,1
你就是现在这么说,0
足下用心不善哪,1
俺是一个保姆不太会说话啊,0
咱们就假设这个女博士她有洁癖,0
毫无保留,0
人杰,0
顺便也换换脑子,0
滑滑滑到一个莫名其妙的角落,1
使我幸运的成为了安邱城里的蝎子屎,1
已经毫无底线了,1
我这是教你怎么有想象力,0
弟兄们嘴里的物件吧,1
这个行这个行,0
我也没钱交物业了,0
非不听这回可好了,0
这李达康为了他那顶乌纱帽,1
这样会让老百姓知道,0
公共场合吃顿饭,0
她出身不好他们家呀是资本家,1
这两天的大专辩论会我没有白看,0
那我要变漂亮,0
只要一家人能快乐就好,0
子乔你不是不看电视的吗,1
那件事不是我能多嘴的,0
那我可得带上酒肉啊,0
下次跑步,0
可是电话打过两个了,1
你也挺不简单的,1
这种本事不是用来,0
我这不还没退休呢吗,0
但见南面火起回军掩杀,0
你也一眼就看出来这是一个杯子了,1
搞了半天也是个律师,1
此人的名字我还记在袍底,0
居然把一次求助给用掉了,1
保禄我看你真是够糊涂的,1
我直接问她的,1
这么大岁数了才是个二级士官,1
好吧我照单全收,1
我们把他约过来,0
我来不及想太多,0
面对镜头从容答题,0
是宾至如归,1
我要是找老婆,1
又是意外吗,1
拍拍土还回家来了,1
没关系贾队长不是人,1
我宁肯糟践了,0
曾小贤,0
生鱼片的生气球的气连起来读就是,1
还真是,1
我不会有好脸的啊,0
不会的我们会紧紧跟在后边嘛,0
什么退休退休的,0
全班都知道,0
你自己照镜子就知道了,1
连自己爸妈都杀,1
我看他给鼻子就上脸呀,1
我还以为你永远都不会知道呢,1
丞相之所以罚你做马夫,0
一会儿回来再说,0
你已经跪了,1
秃先生真是比驴还精,1
你找个跟你差不多重的,0
也是老领导了,0
现在当教练还得捐衣服啊,1
你的驴的大大的好,0
方法是爬楼速度比他快,1
我说你怎么那么热情呢,1
你该不会是紧张了吧,1
没听说,0
能说的再含蓄一点吗,1
贱人有贱命,1
贾队长如果魏课长有个三长两短,0
他最怕疼了,1
我现在就想把你打成一片,1
你梦到我了,1
行了你们忙吧,0
她来了就能盈利啊,1
还能补脑吗,1
她心里比谁都清楚,0
我把工作弄丢了,0
现在学会扣帽子了比你师父强多了你,1
我告诉你,1
都快把头伸到咱们车上来啦,1
不就是有两个臭钱吗欺负谁呀这是,0
佃农们有没有饭吃,0
这驴再好它也没有皇军好啊,1
你是董承的女儿嘛,1
我又不是故意的,0
现而今也当牛做马了,1
我们欢迎你们到我们这儿来侵略,0
你们有病吧,1
这回我没听反吧,1
我说你工作也得上点心,0
我的腿可就要站断了,0
混蛋我也是刚刚分析出来的,0
利用这个机会锻炼锻炼你嘛,1
好像是和小罗医生的母亲有点误会,0
