text,label
الرائع توفيق المنجد - مقطع من قصة المولد النبوي الشريف - كل عام وانتم بخير - YouTube http,0
فيفي_عبده_الام_المثالية تقول حككككم,1
ما هي صفة مكتب الارشاد ليجتمع لبحث حكم المحكمة الدستورية، هو مرسي واخد بكرة مرضي؟,1
حتي جوجل مش مصدق اني في بيت دمياط http,1
إعراضنا عن الرد علي كلب السيسي المحامي الفاشل الكذاب المرتشي والبذيءالشتام ليس ضعفا منالا والله ولكنه ترفع وإعراض عن الج…,1
ﻛﺎﻓﻴﻪ_ﺗﻮﻳﺘﺮ_ﻓﻲ_ﻣﺼﺮ حضرتك مفيش فكة تاخد بالباقي ريتويتس,1
"الاحتلال يسلم اخطارات بـ #إخلاء ""مشاحر الفحم"" في #يعبد http",0
طالب رئيس #البرلمان_العربي المجتمع الدولي بضرورة رفض واستنكار التصريحات الإيرانية العدائية ضد #اليمن و #البحرين… http,0
شجاعة بنات مصر الثوريات لا تقلق نظام مبارك فقط لكنها تزعج الجبناء فاقدى النخوة الذين يقبلون الذل من اجل السلامة ويرفضون الثورة لكرامتهم,1
لا شيء يبرر إحالة المدنيين للقضاء العسكري حتى البلطجية القضاء المدني كفيل بهم,0
كل معرضينك باعوك يا سيسي http,1
قريبًا ستحل #اليسا ضيفة عمرو أديب في برنامج #كل_يوم_جمعة و تأكّد : أنا الفنانة الأكثر مبيعًا في الشرق الأوسط ❤️… http,0
لما اشوف هيلاري كلنتون ودونالد ترمب يتهاوشون اتذكر فام the campaign,1
امريكا وشركائها في #الناتو يحاولون الخروج من مأزق هزيمتهم في #صراع_الغاز مع #روسيا باللجوء لطاقة الرياح والطاقة ال… http,0
ترقصين بعرس واطالعين فوق وتحركين حلجج يعني حافظه الاغنيه:)؟ #لازم طلقه بالراس,1
محمود الشامى العضو الجاهل لاتحاد الكرة يقول ان شعار رابعة محرم دوليا الجهل نوروون,1
بعد غياب الفنان #عادل_امام عن المسرحيعود الينا #السيسي بفكاهة أقوىمع كل خطاب له يجب أن تضحك#كلمه_للسيسي_الفاشل,1
لو أنصف الإخوان لصارحوا الشعب بأن طائر النهضة الذي أخفوا هويته هو البومة، ولغيروا شعارهم من (نحمل الخير لمصر) إلى (نحن نحملك إلى الجنة,1
كنت تأجل وتيجي منك بجميلة وتعمل فيها قعر مجلس وكبير العائلة بس هتقول إيه الغباء السياسي صنعة,1
user على إساس هيلاري كلنتون من شعب الله المختار كلهم كل واحد ألعن من الثاني,1
user: تهيئة بـ #مصر لخفض دعم الوقود بعد تأخر إمدادات #السعوديةرابط الموقع الجديد:http,0
فيسبوك لايت ده معاق، مش عارف اعمل haha ولا love على أي بوست,1
ال ع الشمال ده زييت #باسم_عودة الإرهابي أما اللي على اليمين ده زيت الإستقرار هل عرفتم الفرق ؟,1
user: فيديو | تصدي رائع من كارفخال على خط المرمى. يتليه تألق الحارس كاسيا في تدريبات ريال مدريد اليوم . http,0
للمرة الأولى ميريام فارس تنشر فيديو لطفلها جايدن وتنهال عليها التعليقات...وشاهد زوجها الوسيم وصور زفافها... http,0
"user: #التغطية_مستمرة هيلاري كلينتون تسرق شعار حملة الأنتخابية للرئيس السوري بشار اﻷسد ""سوا"" يا حيف http",1
اليمنية| #رئيس_الجمهورية يعين #سميع محافظا للمحويت وعددا من المسؤولينhttp http,0
كيفية الحصول على تنبيهات هاتف أندرويد من خلال ويندوز 10: تستطيع الآن الح... http #ملوك_التقنيه #تقنيه,0
ستبقى_حلب اليوم اثناء مناقشة الماجستير بالجامعة الاسلامية بغزه http,0
user @user قاعد تترجل على التويتر ادهب لتنصر جبهة النصرة في حلب لتفرح بك فرنسا وامريكا في مجلس الامن,1
user هههههه لا ماشجع انا الا ريال مدريد,0
user لا بغيت توقع اتفاقيات وقع مع داعش لا توقع مع القرود زين يا روح امك. http,1
لا اعترف بدستور مسلوق على عجل خوفا من حكم المحكمة ببطلان اللجنة التى كتبته0لا اعترف برئيس يعطل القانون رئيسكم ديكتاتور ودستوركم باطل,1
user: تشتهر طليطلة بحلوى ماثابان (معجون لوزوسكر وماء زهر الليمون) أصلها أندلسي فلم تكن تخلو منها موائد الأندلسيين في رمضان http,0
أؤكد على حق جماعة الإخوان في الاحتفاظ بترخيصها كجمعية أهلية ومزاولة نشاطها الأهلي في نطاق القانون الذي سنه برلمانها--لا ل…,0
عندما يكون طموح انسان أن يبوس البيادة او يجلس تحتها حتى لو باع كرامته وشرفه وأهله ثورة دى ولا انحطاط,1
الشعب مش لاقي ياكل والاسعار نار والشغل واقف والانقلاب يبنى نصب تذكارى فى رابعة بعشرين مليون مش حاسين بالناس,1
يعتبر الأسواني موقفه من شفيق لحظة فخر في تاريخه يمتد الفخر لأولاده وأحفاده عندما وقف امام صبي مبارك وكشفه امام الشعب فاضطر المشير الى طرده,1
user لو نفذوله مطالبه اذلهم وألب العالم عليهم وفقد ثقت المجتمع الدولي لانه لن يستقر شأن اي مجتمع ولادولة بتقييم المجتمع الدولي لك بأنك,0
user: والعراقي يلّي بلا شرف هربان من قتال داعش في وطنه حتى يفطس في قتال أهل حلب,1
انك كاذذذذذذذب ايها العميد الوهمي اصيل ابن #ايران هذه #تعز ميدان الدعس ايها القزم #اليمن http,1
user @user @user أخلاقك تقول انك اخوانجي ايامالاخوانالبارات مشغلينهافي رمضان السيسي لبسهم طرح وقفلها ف رمضانبلوك,1
اغير القناة اللي فيها #فيفي_عبده_الام_المثالية إلى ناشيونال جيوجرافيك أجد برنامج عن شاب أمريكي يصنع صاروخ في بيته ويطلقه في …,1
زواج المطرب المشهور ريكي مارتنبرجل سوريهههههعفن الفنواهله http,1
هي حلوه بس الله يعين ع حزب لابس الورد يبي يبثروننا #زد_رصيدك35 http,1
يا جماعه هذا بوكيمون ماحدا عرف يصطاده ويطعميه للجرذان,1
user @user شنوا الى فى المسرحيه الدوله حليفت روسيا والنظام وتقتل فيهم شنو هل الغباء حسبنا الله ونعم الوكيل همكم الدوله بس,1
"العسكرية العليا"" بغزة تؤيد حكمًا بالسجن 12عاماً على متخابر -#حماس #قضاء_عسكري #فلسطين http",0
CyberAman بريطانيا: التحالف السعودي استخدم قنابلنا العنقودية في اليمن http http,0
الجمعة.. المنتج صادق الصباح يحتفل بزواج ابنته فى “Biel” لبنان فن وفنون http,0
الحقيقة_مباشر_مصر|#انقلاب_3يوليو السيسى المتخابر لخطف أول رئيس منتخب يستعين بحلفائه لدعمه بالسلاح للتصدى للإسلاميين,1
ماذا_لو_المدارس_مختلطهماسك بيدي اليمين الكتب☺️ويدي. اليسار ماسك بنتي يارا الله يخليه لي,1
user رغم الحظ اللي وقف ضده مع ريال مدريد الا ان اجمل فريق شفته معه ٢٠١٢,0
اليمنية| صحيفة #إماراتية تطالب بوقف الحرب في #اليمنhttp,0
user: #روبيرت_دنيرو: #ترامب كلب صوتوا لـ #هيلاري_كلنتون - بالفيديو @user @user... http h…,1
مدير جامعة الإمام يستنكر الثناء على #أردوغان ويعتبر #تركيا دولة فاسدة فاسقة فاجرة تنشر الرذيلة #مكة #السعودية,1
user @user ههههههههه ترا مو جستن بيبر تصورينهااا بالافنيوووو ههههههه,1
وصل الامر بمصر نائب كويتى يقول لرئيس مصر على الهواء: يا شحات مهانة ما بعدها مهانة رئيسنا شحات يا انقلاب العار يا اعلام العار,1
"اكراد سوريا الذين إرتضوا ذل العلمانية نساءهم تقاتل .. ورجالهم يتزوجوا رجال !فلقد اعلن ""ريكي مارتن"" خطبته مع الكر… http",1
user: حلب لن تسقط واهلها لن يغادروها والحصار سيتم فكه رغم انف اوباما وبوتين,0
طلعت_زكريا يطالب بوليس الآداب بتنظيم حفلة افتتاح #مهرجان_القاهرة_السينمائي! http http,1
كله الا #القدس,0
"user: عندما سألو ليدي قاقا اذا كانت سـتتنتخب ""دونالد ترامب"" المرشح السياسي العنصري . http",1
